id,ckpt,n_atoms,n_basis,n_occ,t_fock_s,cycles_minao,t_minao,E_minao,conv_minao,dE_minao_mHa,cycles_P_hat,t_P_hat,E_P_hat,conv_P_hat,dE_P_hat_mHa,cycles_P_F1,t_P_F1,E_P_F1,conv_P_F1,dE_P_F1_mHa,same_state_P_hat,same_state_P_F1,n_heavy,fminus_hat_rho,fminus_hat_top_match,fminus_hat_top_match_tol,fminus_hat_top_rank,fminus_hat_n_top_equiv,fplus_hat_rho,fplus_hat_top_match,fplus_hat_top_match_tol,fplus_hat_top_rank,fplus_hat_n_top_equiv,dual_hat_rho,dual_hat_top_match,dual_hat_top_match_tol,dual_hat_top_rank,dual_hat_n_top_equiv,fminus_F1_rho,fminus_F1_top_match,fminus_F1_top_match_tol,fminus_F1_top_rank,fminus_F1_n_top_equiv,fplus_F1_rho,fplus_F1_top_match,fplus_F1_top_match_tol,fplus_F1_top_rank,fplus_F1_n_top_equiv,dual_F1_rho,dual_F1_top_match,dual_F1_top_match_tol,dual_F1_top_rank,dual_F1_n_top_equiv
112232,ood,23,196,35,7.869880199432373,10,32.27798652648926,-387.9282355174272,True,0.0,7,26.62082529067993,-387.9282355174205,True,6.707523425575346e-09,6,23.639090538024902,-387.9282355173938,True,3.342393029015511e-08,True,True,9,1.0,True,True,0,1,0.9500000000000001,True,True,0,4,0.9666666666666667,False,False,1,1,1.0,True,True,0,1,1.0,True,True,0,4,1.0,True,True,0,1
109244,ood,23,196,34,7.782049655914307,9,28.64834952354431,-350.79541851390275,True,0.0,7,25.53982901573181,-350.7954185140636,True,-1.6086687537608668e-07,6,23.03711199760437,-350.79541851405975,True,-1.5700152289355174e-07,True,True,9,1.0,True,True,0,1,0.7833333333333333,False,True,1,4,0.75,False,False,1,2,1.0,True,True,0,1,1.0,True,True,0,4,1.0,True,True,0,2
58456,ood,23,196,36,7.810187578201294,10,31.70207643508911,-424.9998316230511,True,0.0,7,25.825435876846313,-424.9998316230237,True,2.7398527890909463e-08,6,23.452040672302246,-424.99983162301004,True,4.104094841750339e-08,True,True,9,1.0,True,True,0,1,0.8333333333333333,True,True,0,1,0.9333333333333332,False,False,2,2,1.0,True,True,0,1,1.0,True,True,0,1,0.9833333333333333,True,True,0,2
120859,ood,23,196,35,7.390141725540161,10,30.434704303741455,-387.8996640716768,True,0.0,8,26.62286949157715,-387.899664071721,True,-4.4224179873708636e-08,7,25.1308491230011,-387.8996640716909,True,-1.4097167877480388e-08,True,True,9,0.9500000000000001,True,True,0,2,-0.2833333333333333,False,False,8,1,0.38333333333333336,False,True,3,3,1.0,True,True,0,2,0.9833333333333333,True,True,0,1,0.9833333333333333,True,True,0,3
116069,ood,27,216,37,10.140114784240723,9,37.35705375671387,-390.36902623849153,True,0.0,7,33.07382392883301,-390.3690262387404,True,-2.488604877726175e-07,6,30.028509855270386,-390.3690262387187,True,-2.2714630176778883e-07,True,True,9,1.0,True,True,0,1,0.45,False,False,5,5,0.7666666666666667,False,False,3,4,1.0,True,True,0,1,1.0,True,True,0,5,1.0,True,True,0,4
112639,ood,23,196,35,7.261392116546631,10,31.622674703598022,-387.92490006916825,True,0.0,7,25.703693389892578,-387.92490006917745,True,-9.208633855450898e-09,6,22.505319833755493,-387.9249000691728,True,-4.547473508864641e-09,True,True,9,1.0,True,True,0,1,0.8666666666666667,True,True,0,4,0.8666666666666667,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,4,1.0,True,True,0,1
85930,ood,25,206,35,8.588900089263916,9,31.947760581970215,-352.0366934646573,True,0.0,7,29.20892858505249,-352.03669346480166,True,-1.4438228390645236e-07,6,25.495508909225464,-352.03669346478654,True,-1.2926193448947743e-07,True,True,9,0.9833333333333333,True,True,0,3,0.9833333333333333,True,True,0,3,0.9833333333333333,True,True,0,4,0.9833333333333333,True,True,0,3,1.0,True,True,0,3,1.0,True,True,0,4
120833,ood,25,206,36,8.292116403579712,10,32.478379011154175,-389.1236943476489,True,0.0,7,26.148386240005493,-389.1236943476131,True,3.581135388230905e-08,6,24.081437826156616,-389.1236943475749,True,7.401013135677204e-08,True,True,9,1.0,True,True,0,1,0.09999999999999999,False,False,3,2,0.2833333333333333,False,False,1,2,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
59764,ood,23,196,35,7.215719699859619,11,31.142208099365234,-387.89089955941796,True,0.0,7,24.073078870773315,-387.8908995593968,True,2.114575181622058e-08,6,22.84444308280945,-387.8908995593744,True,4.354205884737894e-08,True,True,9,1.0,True,True,0,1,0.9833333333333333,True,True,0,1,0.9833333333333333,False,True,1,2,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
119956,ood,25,206,36,8.897507905960083,10,34.89232563972473,-389.1228770519487,True,0.0,7,29.59528112411499,-389.1228770519472,True,1.4779288903810084e-09,6,27.000178337097168,-389.12287705193904,True,9.663381206337363e-09,True,True,9,1.0,True,True,0,1,0.8666666666666667,True,True,0,3,0.7999999999999999,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,2
111359,ood,23,196,34,7.776064872741699,9,28.765478134155273,-350.79588160765184,True,0.0,7,25.594533443450928,-350.7958816077662,True,-1.1436895874794573e-07,6,23.240962982177734,-350.79588160772823,True,-7.639755494892597e-08,True,True,9,1.0,True,True,0,2,0.25,False,False,6,3,0.5333333333333333,True,True,0,3,1.0,True,True,0,2,1.0,True,True,0,3,0.9666666666666667,False,True,1,3
120965,ood,23,196,35,7.705381155014038,10,30.467178106307983,-387.88851035748127,True,0.0,8,27.230570793151855,-387.88851035757006,True,-8.878942026058212e-08,7,25.680514335632324,-387.88851035756835,True,-8.708411769475788e-08,True,True,9,0.9500000000000001,True,True,0,1,0.3,True,True,0,1,0.5833333333333334,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
115961,ood,23,196,36,7.705205202102661,10,30.963335037231445,-424.9948968291445,True,0.0,7,25.243112564086914,-424.99489682914884,True,-4.320099833421409e-09,6,23.045586585998535,-424.9948968291377,True,6.821210263296962e-09,True,True,9,0.9833333333333333,True,True,0,1,1.0,True,True,0,6,0.9333333333333332,True,True,0,1,0.9666666666666667,True,True,0,1,1.0,True,True,0,6,1.0,True,True,0,1
75855,ood,23,196,35,7.55785608291626,10,31.191087007522583,-387.90977822368586,True,0.0,7,25.883864641189575,-387.9097782236986,True,-1.2732925824820995e-08,6,23.76408863067627,-387.90977822368586,True,0.0,True,True,9,0.9833333333333333,True,True,0,1,0.8499999999999999,True,True,0,3,0.8666666666666667,False,True,1,2,1.0,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,2
93927,ood,23,196,35,8.037498235702515,10,32.12827777862549,-387.95085707808386,True,0.0,8,28.335536241531372,-387.9508570781125,True,-2.864908310584724e-08,7,25.646188974380493,-387.9508570781108,True,-2.6943780540023e-08,True,True,9,0.9833333333333333,True,True,0,1,0.9833333333333333,True,True,0,2,0.9500000000000001,True,True,0,1,1.0,True,True,0,1,0.9833333333333333,False,True,1,2,0.9666666666666667,True,True,0,1
103312,ood,25,206,35,8.361338376998901,9,30.31861424446106,-352.02584016814376,True,0.0,7,27.651583671569824,-352.0258401683209,True,-1.7712409317027777e-07,6,26.141239881515503,-352.0258401683062,True,-1.624584911041893e-07,True,True,9,0.9833333333333333,True,True,0,1,0.7999999999999999,True,True,0,1,0.8166666666666667,False,False,1,1,1.0,True,True,0,1,1.0,True,True,0,1,0.9833333333333333,True,True,0,1
97607,ood,23,196,35,7.7205047607421875,11,33.882811307907104,-384.1206640674468,True,0.0,7,26.335175037384033,-384.1206640675,True,-5.32054400537163e-08,6,24.695279121398926,-384.1206640674818,True,-3.501554601825774e-08,True,True,9,0.9500000000000001,True,True,0,1,0.7999999999999999,True,True,0,2,0.9833333333333333,False,True,1,2,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
56868,ood,23,196,35,7.634100914001465,10,32.417431592941284,-387.88638744692616,True,0.0,7,26.164860248565674,-387.8863874469389,True,-1.2732925824820995e-08,6,23.574633598327637,-387.8863874469314,True,-5.229594535194337e-09,True,True,9,0.9833333333333333,True,True,0,1,0.9833333333333333,True,True,0,3,0.9,False,False,1,2,1.0,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,2
115834,ood,23,196,37,7.807870149612427,10,31.229034423828125,-462.1098210809447,True,0.0,7,25.6765239238739,-462.10982108098256,True,-3.785771696129814e-08,6,23.996017932891846,-462.1098210809748,True,-3.012701199622825e-08,True,True,9,0.9833333333333333,True,True,0,2,0.9666666666666667,True,True,0,6,0.9333333333333332,True,True,0,2,0.9833333333333333,True,True,0,2,1.0,True,True,0,6,1.0,True,True,0,2
101422,ood,23,196,35,7.8417651653289795,10,31.631071090698242,-387.8971573762825,True,0.0,7,25.46892786026001,-387.8971573762409,True,4.160938260611147e-08,6,23.28630018234253,-387.8971573762159,True,6.6620486904867e-08,True,True,9,0.9833333333333333,True,True,0,2,0.38333333333333336,False,False,2,2,0.48333333333333334,False,False,2,1,1.0,True,True,0,2,1.0,True,True,0,2,1.0,True,True,0,1
58856,ood,26,211,36,9.509413242340088,9,34.24715518951416,-369.2695783933045,True,0.0,7,31.020184755325317,-369.2695783934363,True,-1.3176304491935298e-07,6,28.86181950569153,-369.2695783932951,True,9.43600753089413e-09,True,True,9,0.9666666666666667,True,True,0,1,0.13333333333333333,False,False,1,4,0.2333333333333333,False,False,2,3,1.0,True,True,0,1,0.9833333333333333,True,True,0,4,0.9833333333333333,True,True,0,3
120205,ood,23,196,36,7.926365613937378,10,30.88808012008667,-425.00246992890624,True,0.0,7,23.257333755493164,-425.00246992886395,True,4.229150363244116e-08,6,13.971123695373535,-425.0024699288347,True,7.150902092689648e-08,True,True,9,1.0,True,True,0,1,0.15,False,True,6,7,0.6833333333333333,False,True,4,4,1.0,True,True,0,1,1.0,True,True,0,7,0.9500000000000001,True,True,0,4
66722,ood,25,206,35,5.252980947494507,9,19.61091709136963,-352.0527791372591,True,0.0,7,17.655014991760254,-352.0527791373703,True,-1.1118572729174048e-07,6,15.985781908035278,-352.05277913736734,True,-1.0822986951097846e-07,True,True,9,0.9666666666666667,True,True,0,1,0.9666666666666667,True,True,0,3,0.75,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,3,0.9833333333333333,True,True,0,1
116798,ood,23,196,36,4.474467515945435,10,18.346667528152466,-425.01047018984383,True,0.0,7,15.035576343536377,-425.0104701898435,True,3.410605131648481e-10,6,13.583155155181885,-425.01047018983155,True,1.2278178473934531e-08,True,True,9,1.0,True,True,0,1,0.9500000000000001,True,True,0,2,0.9666666666666667,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
83147,ood,23,196,34,4.4677345752716064,10,18.329983949661255,-350.8470869274506,True,0.0,7,14.799818992614746,-350.84708692744016,True,1.0459189070388675e-08,6,13.47567367553711,-350.8470869274339,True,1.6711965145077556e-08,True,True,9,1.0,True,True,0,2,0.9833333333333333,True,True,0,2,0.9500000000000001,True,True,0,7,1.0,True,True,0,2,1.0,True,True,0,2,0.9833333333333333,True,True,0,7
62803,ood,23,196,35,7.690106391906738,10,32.11553144454956,-387.93644096956234,True,0.0,7,26.07487988471985,-387.9364409694431,True,1.1925749276997522e-07,6,23.738073110580444,-387.93644096937123,True,1.9110757421003655e-07,True,True,9,1.0,True,True,0,1,0.9500000000000001,True,True,0,2,0.7166666666666667,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
112553,ood,25,206,35,8.951615571975708,9,33.10473036766052,-352.04936284051485,True,0.0,7,29.657315969467163,-352.0493628406457,True,-1.3085355021758005e-07,6,26.675812005996704,-352.04936284064024,True,-1.2539658200694248e-07,True,True,9,1.0,True,True,0,1,0.9500000000000001,True,True,0,3,0.75,True,True,0,1,1.0,True,True,0,1,0.9833333333333333,True,True,0,3,1.0,True,True,0,1
104746,ood,23,196,35,7.620271921157837,10,32.002153158187866,-387.94010626926945,True,0.0,7,25.99338984489441,-387.94010626926877,True,6.821210263296962e-10,6,23.419389963150024,-387.9401062692584,True,1.1027623258996755e-08,True,True,9,0.9833333333333333,False,True,1,2,0.8166666666666667,True,True,0,1,0.9666666666666667,True,True,0,2,0.9500000000000001,True,True,0,2,1.0,True,True,0,1,0.9833333333333333,True,True,0,2
106161,ood,25,206,35,9.096881866455078,10,35.28883767127991,-352.03661393472044,True,0.0,7,29.436232805252075,-352.03661393471043,True,1.000444171950221e-08,6,27.558717966079712,-352.0366139347026,True,1.7848833522293717e-08,True,True,9,0.9500000000000001,False,True,1,2,0.5666666666666667,True,True,0,2,0.43333333333333335,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2,1.0,True,True,0,1
99380,ood,23,196,35,7.5041375160217285,10,32.32466435432434,-387.8878521595621,True,0.0,7,26.070440769195557,-387.8878521595262,True,3.5925040720030665e-08,6,23.579827070236206,-387.8878521594781,True,8.401457307627425e-08,True,True,9,0.9333333333333332,True,True,0,2,0.65,False,False,1,4,0.7666666666666667,False,False,1,1,0.9833333333333333,False,True,1,2,0.9833333333333333,True,True,0,4,0.9666666666666667,True,True,0,1
104555,ood,25,206,35,9.168013572692871,9,25.897010564804077,-352.05560018012994,True,0.0,7,17.62105107307434,-352.05560018023306,True,-1.0311396181350574e-07,6,16.028830528259277,-352.05560018023,True,-1.000444171950221e-07,True,True,9,1.0,True,True,0,1,0.9,True,True,0,2,0.9333333333333332,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
102048,ood,23,196,35,4.488630056381226,10,18.895661115646362,-387.9385900090484,True,0.0,8,16.825423002243042,-387.9385900090906,True,-4.217781679471955e-08,7,15.152668476104736,-387.93859000909174,True,-4.331468517193571e-08,True,True,9,1.0,True,True,0,2,0.9833333333333333,True,True,0,2,0.9833333333333333,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2,0.9833333333333333,True,True,0,1
112522,ood,23,196,35,4.475136756896973,10,18.322652101516724,-387.8958927940272,True,0.0,7,15.092011213302612,-387.89589279402264,True,4.547473508864641e-09,6,13.599966526031494,-387.8958927940049,True,2.2282620193436742e-08,True,True,9,1.0,True,True,0,1,0.9666666666666667,True,True,0,2,0.9166666666666666,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
120465,ood,23,196,36,4.3646461963653564,10,17.608997106552124,-425.0282137800997,True,0.0,7,14.336427927017212,-425.02821378007513,True,2.4556356947869062e-08,6,13.09644865989685,-425.02821378003216,True,6.752998160663992e-08,True,True,9,1.0,True,True,0,1,0.5333333333333333,False,True,2,4,0.7166666666666667,True,True,0,3,1.0,True,True,0,1,1.0,True,True,0,4,1.0,True,True,0,3
114180,ood,23,196,36,4.306508541107178,10,17.54675841331482,-425.0167284155862,True,0.0,7,14.296442985534668,-425.0167284155943,True,-8.071765478234738e-09,6,13.1678307056427,-425.01672841558474,True,1.4779288903810084e-09,True,True,9,1.0,True,True,0,1,0.8166666666666667,False,True,1,3,0.6666666666666667,True,True,0,2,1.0,True,True,0,1,0.9833333333333333,True,True,0,3,1.0,True,True,0,2
