id,ckpt,n_atoms,n_heavy,fminus_hat_rho,fminus_hat_top_match,fminus_hat_top_match_tol,fminus_hat_top_rank,fminus_hat_n_top_equiv,fplus_hat_rho,fplus_hat_top_match,fplus_hat_top_match_tol,fplus_hat_top_rank,fplus_hat_n_top_equiv,dual_hat_rho,dual_hat_top_match,dual_hat_top_match_tol,dual_hat_top_rank,dual_hat_n_top_equiv
11,id,6,3,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
24,id,4,4,1.0,True,True,0,2,0.7999999999999999,True,True,0,2,1.0,True,True,0,2
31,id,8,4,1.0,True,True,0,1,0.6000000000000001,False,True,1,2,0.7999999999999999,False,True,1,2
32,id,8,4,1.0,True,True,0,1,1.0,True,True,0,1,0.19999999999999998,False,False,2,1
33,id,7,4,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
38,id,14,4,0.7999999999999999,False,True,1,2,-0.6000000000000001,False,False,2,2,1.0,True,True,0,2
39,id,12,4,1.0,True,True,0,1,0.7999999999999999,False,True,1,3,0.7999999999999999,False,True,1,2
50,id,9,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
52,id,8,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
56,id,8,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
68,id,11,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
70,id,12,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
74,id,11,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
91,id,15,5,0.8999999999999998,True,True,0,1,0.6,True,True,0,1,0.0,False,True,3,4
98,id,14,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,2,0.9999999999999999,True,True,0,1
108,id,9,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
111,id,9,5,0.9999999999999999,True,True,0,2,0.8999999999999998,True,True,0,1,nan,False,False,3,1
113,id,9,5,0.7,True,True,0,1,0.7999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
116,id,12,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
123,id,10,5,0.9999999999999999,True,True,0,1,0.8999999999999998,True,True,0,1,0.9999999999999999,True,True,0,1
124,id,13,5,0.9999999999999999,True,True,0,1,0.8999999999999998,True,True,0,1,0.9999999999999999,True,True,0,1
126,id,11,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
130,id,15,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,4,0.9999999999999999,True,True,0,3
134,id,13,5,0.9999999999999999,True,True,0,2,0.9999999999999999,True,True,0,3,0.9999999999999999,True,True,0,1
138,id,10,5,0.8999999999999998,True,True,0,1,0.9999999999999999,True,True,0,1,0.8999999999999998,True,True,0,1
141,id,11,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
170,id,6,5,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1,0.9999999999999999,True,True,0,1
174,id,11,6,0.942857142857143,False,True,1,2,1.0,True,True,0,1,1.0,True,True,0,1
196,id,12,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
202,id,10,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
213,id,16,6,1.0,True,True,0,1,0.7714285714285715,True,True,0,1,0.4285714285714286,True,True,0,1
223,id,18,6,1.0,True,True,0,1,0.942857142857143,False,False,1,1,0.8285714285714287,False,False,1,1
230,id,11,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
239,id,11,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
240,id,11,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
245,id,14,6,0.8285714285714287,True,True,0,1,0.8285714285714287,True,True,0,1,0.7714285714285715,True,True,0,1
260,id,13,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
262,id,13,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
271,id,12,6,0.8857142857142858,True,True,0,2,0.942857142857143,False,True,1,2,0.8857142857142858,False,True,1,2
282,id,18,6,1.0,True,True,0,1,0.942857142857143,True,True,0,3,0.942857142857143,False,True,1,2
288,id,14,6,1.0,True,True,0,1,0.942857142857143,True,True,0,2,0.942857142857143,True,True,0,2
300,id,12,6,1.0,True,True,0,1,0.942857142857143,True,True,0,1,1.0,True,True,0,1
306,id,16,6,1.0,True,True,0,3,0.8285714285714287,True,True,0,2,0.6571428571428573,False,True,3,4
310,id,13,6,0.7714285714285715,True,True,0,1,1.0,True,True,0,4,0.942857142857143,False,True,1,3
329,id,12,6,0.942857142857143,False,True,1,2,0.8857142857142858,False,True,1,2,0.942857142857143,True,True,0,2
331,id,11,6,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
339,id,10,6,1.0,True,True,0,1,1.0,True,True,0,1,0.942857142857143,True,True,0,1
344,id,12,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
352,id,13,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
370,id,13,6,1.0,True,True,0,1,1.0,True,True,0,2,0.942857142857143,False,True,1,2
379,id,12,6,0.942857142857143,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
393,id,11,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
438,id,14,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
458,id,16,6,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
470,id,14,6,1.0,True,True,0,1,0.942857142857143,True,True,0,1,1.0,True,True,0,1
499,id,12,6,0.942857142857143,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
500,id,11,6,1.0,True,True,0,1,1.0,True,True,0,1,0.942857142857143,True,True,0,1
505,id,12,6,1.0,True,True,0,1,1.0,True,True,0,1,0.942857142857143,True,True,0,1
511,id,14,6,1.0,True,True,0,2,0.942857142857143,True,True,0,1,0.942857142857143,False,True,1,3
512,id,16,6,1.0,True,True,0,2,0.942857142857143,True,True,0,1,1.0,True,True,0,1
522,id,14,6,1.0,True,True,0,1,0.942857142857143,True,True,0,1,1.0,True,True,0,2
527,id,14,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
528,id,14,6,1.0,True,True,0,1,0.942857142857143,True,True,0,1,1.0,True,True,0,1
530,id,13,6,0.942857142857143,True,True,0,1,0.8285714285714287,True,True,0,1,0.942857142857143,True,True,0,1
540,id,16,6,0.8285714285714287,False,True,1,2,0.8857142857142858,False,True,1,2,0.8285714285714287,False,True,1,2
566,id,11,6,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
582,id,16,6,1.0,True,True,0,1,0.942857142857143,False,True,1,2,1.0,True,True,0,1
586,id,14,6,1.0,True,True,0,2,1.0,True,True,0,2,1.0,True,True,0,3
598,id,14,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
612,id,15,6,0.942857142857143,True,True,0,1,1.0,True,True,0,1,0.942857142857143,True,True,0,3
618,id,12,6,0.942857142857143,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
625,id,16,6,1.0,True,True,0,1,0.7714285714285715,False,True,1,2,0.7142857142857143,True,True,0,1
626,id,17,6,0.8857142857142858,True,True,0,1,0.7714285714285715,True,True,0,1,0.8857142857142858,False,True,1,2
639,id,14,6,1.0,True,True,0,1,0.6571428571428573,False,True,2,2,0.942857142857143,True,True,0,1
644,id,12,6,1.0,True,True,0,1,0.942857142857143,True,True,0,2,1.0,True,True,0,1
664,id,14,6,1.0,True,True,0,1,1.0,True,True,0,2,0.8285714285714287,True,True,0,1
680,id,14,6,1.0,True,True,0,1,1.0,True,True,0,1,0.942857142857143,False,True,1,2
698,id,13,6,0.8857142857142858,True,True,0,1,0.8285714285714287,True,True,0,3,0.8857142857142858,True,True,0,1
701,id,12,6,0.5428571428571429,True,True,0,2,0.7714285714285715,False,True,2,6,0.7714285714285715,False,True,2,4
706,id,13,6,0.7142857142857143,True,True,0,1,0.8857142857142858,True,True,0,4,0.942857142857143,True,True,0,1
709,id,12,6,0.942857142857143,True,True,0,6,0.08571428571428573,False,True,5,6,0.3714285714285715,False,True,4,6
722,id,11,6,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
731,id,10,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
737,id,11,6,0.942857142857143,False,True,1,2,1.0,True,True,0,2,1.0,True,True,0,2
739,id,11,6,0.942857142857143,True,True,0,3,0.8857142857142858,False,True,1,2,0.8857142857142858,False,True,1,2
742,id,9,6,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
764,id,7,6,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
778,id,14,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,False,True,1,2
783,id,16,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,False,True,1,2
800,id,14,7,1.0,True,True,0,1,0.8571428571428573,True,True,0,1,1.0,True,True,0,1
806,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
809,id,13,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
815,id,10,6,1.0,True,True,0,1,0.8857142857142858,True,True,0,1,0.942857142857143,True,True,0,1
817,id,11,6,0.942857142857143,True,True,0,1,0.8857142857142858,True,True,0,1,0.942857142857143,True,True,0,3
833,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
841,id,11,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
844,id,11,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
878,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
879,id,15,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
895,id,11,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
912,id,13,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
921,id,12,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
929,id,11,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
942,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
957,id,12,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
962,id,14,7,1.0,True,True,0,1,0.7500000000000002,False,False,1,1,0.8214285714285715,True,True,0,1
965,id,14,7,0.9642857142857145,False,True,1,5,1.0,True,True,0,4,1.0,True,True,0,2
967,id,13,7,1.0,True,True,0,2,1.0,True,True,0,2,1.0,True,True,0,1
976,id,13,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
981,id,10,7,1.0,True,True,0,1,1.0,True,True,0,2,0.9642857142857145,True,True,0,1
983,id,10,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
992,id,11,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
993,id,10,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
1001,id,10,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1006,id,11,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
1020,id,13,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
1031,id,12,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
1032,id,13,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9285714285714288,True,True,0,1
1038,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1049,id,12,7,0.8928571428571429,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1063,id,17,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1066,id,19,7,1.0,True,True,0,1,0.8571428571428573,False,True,1,3,0.9642857142857145,True,True,0,2
1072,id,19,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1088,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1099,id,21,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,3,0.9642857142857145,True,True,0,2
1105,id,15,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
1120,id,15,7,1.0,True,True,0,2,0.9642857142857145,True,True,0,2,1.0,True,True,0,2
1123,id,13,7,1.0,True,True,0,2,0.9642857142857145,False,True,1,2,1.0,True,True,0,3
1124,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1125,id,12,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,2,1.0,True,True,0,1
1133,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1140,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1156,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,2,0.9642857142857145,True,True,0,2
1166,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
1173,id,14,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1176,id,14,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1210,id,16,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
1247,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1264,id,16,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
1265,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1266,id,15,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
1281,id,17,7,1.0,True,True,0,1,0.7500000000000002,True,True,0,3,0.9285714285714288,False,True,1,3
1301,id,19,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1306,id,16,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1312,id,21,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.8571428571428573,False,True,2,3
1316,id,17,7,1.0,True,True,0,2,0.8928571428571429,False,True,2,3,1.0,True,True,0,1
1333,id,10,7,1.0,True,True,0,1,1.0,True,True,0,2,0.9642857142857145,True,True,0,2
1342,id,12,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1357,id,14,7,0.8214285714285715,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1360,id,13,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,2,1.0,True,True,0,1
1390,id,14,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1394,id,15,7,0.3571428571428572,False,False,4,1,0.3214285714285715,False,False,3,1,-0.6071428571428572,False,False,2,1
1402,id,12,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1405,id,15,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1421,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1464,id,13,7,1.0,True,True,0,2,1.0,True,True,0,1,1.0,True,True,0,1
1497,id,15,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1502,id,18,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,2,0.9642857142857145,True,True,0,2
1512,id,15,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
1516,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1520,id,17,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1527,id,19,7,1.0,True,True,0,1,0.8928571428571429,False,True,1,4,0.9642857142857145,False,True,1,2
1558,id,12,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.8928571428571429,True,True,0,1
1563,id,14,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
1564,id,14,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1570,id,17,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
1571,id,19,7,1.0,True,True,0,1,-0.10714285714285716,True,True,0,1,-0.21428571428571433,False,False,2,3
1602,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1619,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1622,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1629,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1643,id,21,7,1.0,True,True,0,1,0.8214285714285715,True,True,0,2,0.9642857142857145,True,True,0,1
1654,id,13,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,2,0.9642857142857145,True,True,0,2
1662,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1664,id,13,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1674,id,17,7,0.9642857142857145,True,True,0,1,0.8928571428571429,False,True,1,3,0.9642857142857145,False,True,1,2
1675,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,2,0.9642857142857145,False,True,1,3
1677,id,17,7,1.0,True,True,0,1,0.3571428571428572,True,True,0,2,-0.39285714285714296,False,False,6,2
1715,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
1725,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1740,id,19,7,1.0,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,2
1750,id,16,7,0.8928571428571429,True,True,0,1,0.9642857142857145,True,True,0,1,0.8571428571428573,True,True,0,1
1795,id,14,7,0.9642857142857145,False,True,1,2,1.0,True,True,0,1,1.0,True,True,0,1
1797,id,12,7,1.0,True,True,0,2,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1806,id,17,7,0.8928571428571429,True,True,0,1,0.6071428571428572,True,True,0,2,1.0,True,True,0,2
1820,id,14,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
1831,id,17,7,1.0,True,True,0,1,1.0,True,True,0,2,0.9642857142857145,True,True,0,1
1834,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,2
1842,id,17,7,1.0,True,True,0,1,0.9642857142857145,False,True,1,2,1.0,True,True,0,1
1846,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,2
1861,id,19,7,0.9642857142857145,True,True,0,2,0.642857142857143,False,True,2,2,0.7500000000000002,False,True,3,2
1872,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1875,id,15,7,1.0,True,True,0,1,0.8214285714285715,True,True,0,3,0.6785714285714287,False,False,3,2
1883,id,12,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1893,id,11,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1908,id,16,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
1931,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
1944,id,19,7,0.9642857142857145,True,True,0,1,0.8214285714285715,True,True,0,3,0.9285714285714288,True,True,0,1
1967,id,15,7,0.9285714285714288,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
1972,id,19,7,0.9642857142857145,True,True,0,1,0.9642857142857145,False,True,1,2,0.9285714285714288,False,True,1,4
1977,id,17,7,0.9642857142857145,True,True,0,1,0.9285714285714288,True,True,0,4,0.8214285714285715,False,True,2,3
1992,id,15,7,0.9642857142857145,True,True,0,1,0.5,False,True,4,5,0.8214285714285715,False,True,2,3
1995,id,17,7,1.0,True,True,0,1,1.0,True,True,0,2,0.9642857142857145,True,True,0,1
1996,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,2,1.0,True,True,0,1
2004,id,12,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
2012,id,16,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2037,id,19,7,1.0,True,True,0,2,0.9642857142857145,True,True,0,2,0.642857142857143,True,True,0,7
2099,id,19,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2107,id,14,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2135,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2138,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2145,id,16,7,0.9642857142857145,True,True,0,1,0.9285714285714288,True,True,0,1,0.9642857142857145,True,True,0,1
2159,id,17,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,2
2164,id,15,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,1
2168,id,17,7,1.0,True,True,0,1,0.9285714285714288,False,True,1,3,0.9642857142857145,True,True,0,1
2171,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,2
2175,id,16,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2199,id,14,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2202,id,12,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2205,id,12,7,1.0,True,True,0,2,1.0,True,True,0,1,0.8571428571428573,True,True,0,1
2209,id,16,7,1.0,True,True,0,1,0.6071428571428572,False,True,2,5,0.8571428571428573,True,True,0,2
2211,id,19,7,1.0,True,True,0,2,1.0,True,True,0,2,0.9642857142857145,True,True,0,1
2215,id,15,7,1.0,True,True,0,1,0.9285714285714288,True,True,0,2,1.0,True,True,0,2
2230,id,14,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2232,id,13,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2239,id,19,7,0.9642857142857145,True,True,0,1,0.9285714285714288,True,True,0,2,0.9642857142857145,True,True,0,1
2240,id,19,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,3,0.9642857142857145,True,True,0,3
2252,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,0.9642857142857145,True,True,0,1
2263,id,15,7,1.0,True,True,0,1,0.8928571428571429,True,True,0,1,0.9642857142857145,True,True,0,4
2275,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2282,id,20,7,1.0,True,True,0,1,1.0,True,True,0,3,0.9642857142857145,True,True,0,2
2283,id,19,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,3,1.0,True,True,0,2
2285,id,19,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,2,1.0,True,True,0,1
2310,id,20,7,1.0,True,True,0,1,0.8928571428571429,True,True,0,2,0.642857142857143,True,True,0,1
2317,id,17,7,0.8928571428571429,True,True,0,1,0.7500000000000002,True,True,0,4,0.9642857142857145,True,True,0,2
2318,id,15,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2323,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2327,id,16,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2330,id,14,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2332,id,17,7,0.9642857142857145,True,True,0,1,0.8928571428571429,True,True,0,2,0.8571428571428573,True,True,0,2
2339,id,17,7,1.0,True,True,0,1,0.7857142857142859,True,True,0,3,0.8571428571428573,False,True,1,2
2357,id,15,7,1.0,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
2375,id,15,7,1.0,True,True,0,1,0.8928571428571429,True,True,0,2,1.0,True,True,0,1
2378,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,2
2379,id,13,7,1.0,True,True,0,1,0.9642857142857145,False,True,1,3,1.0,True,True,0,1
2389,id,16,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,3,0.9642857142857145,True,True,0,1
2397,id,14,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2400,id,12,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2415,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,4,1.0,True,True,0,2
2416,id,14,7,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2428,id,15,7,1.0,True,True,0,1,0.6071428571428572,False,False,1,4,0.9642857142857145,True,True,0,1
2434,id,14,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,3,1.0,True,True,0,1
2441,id,13,7,0.9642857142857145,True,True,0,1,0.9285714285714288,True,True,0,3,0.9642857142857145,True,True,0,3
2449,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2457,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2466,id,15,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2477,id,16,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2506,id,9,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2509,id,12,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2545,id,15,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,1.0,True,True,0,1
2551,id,11,7,1.0,True,True,0,1,1.0,True,True,0,1,0.8928571428571429,True,True,0,3
2553,id,9,7,1.0,True,True,0,1,0.9642857142857145,True,True,0,1,0.8214285714285715,True,True,0,1
2560,id,12,7,0.642857142857143,True,True,0,1,1.0,True,True,0,2,1.0,True,True,0,2
2566,id,11,7,0.9642857142857145,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2589,id,15,7,0.9642857142857145,True,True,0,2,0.9642857142857145,True,True,0,1,0.9642857142857145,True,True,0,1
2595,id,14,7,1.0,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2600,id,15,7,0.8214285714285715,False,True,1,2,0.6071428571428572,False,False,2,1,0.14285714285714288,False,False,2,2
2609,id,14,7,0.8571428571428573,True,True,0,1,1.0,True,True,0,1,1.0,True,True,0,1
2619,id,13,7,1.0,True,True,0,1,1.0,True,True,0,1,0.7857142857142859,True,True,0,1
