ckpt,features,target,alpha,cov_marg,w_marg,cov_norm,w_norm,cov_mond_flag,w_mond_flag,cov_mond_gap,w_mond_gap,cov_intr_marg,cov_intr_mond,selected,fdp,power
id,fock,FDR,0.005,,,,,,,,,,,0.83162,0.0047335198149808175,0.8862855510554002
id,fock,FDR,0.01,,,,,,,,,,,0.8746499999999999,0.009443419856640668,0.9277290130065803
id,fock,FDR,0.02,,,,,,,,,,,0.9157500000000003,0.020396656093595342,0.9605768413127741
id,fock,FDR,0.05,,,,,,,,,,,0.9825099999999999,0.05065596758166356,0.9987698062136934
id,fock,FDR_F1,0.002,,,,,,,,,,,0.9615600000000001,0.0018113644960041498,0.9829119278777565
id,fock,FDR_F1,0.005,,,,,,,,,,,0.9792900000000001,0.00514568930451474,0.9976961912244343
id,fock,FDR_F1,0.01,,,,,,,,,,,0.98482,0.009420435148322349,0.9990173776399895
id,fock,FDR_F1,0.02,,,,,,,,,,,0.9957799999999999,0.019408156803421738,0.9999488228913108
id,fock,FDR_F1,0.05,,,,,,,,,,,1.0,0.0235,1.0
ood,spectral,eps_HOMO,0.1,0.8993833333333333,0.978008738842425,,,0.8994333333333335,0.9703068893254302,0.8978499999999998,0.9377468681133749,0.7193222878824302,0.8041435690440564,,,
ood,spectral,eps_HOMO,0.05,0.9490833333333333,1.1799908849409504,,,0.9492166666666669,1.165051179082555,0.9495166666666668,1.142368883226505,0.8177729365974651,0.9099560075233862,,,
ood,spectral,eps_LUMO,0.1,0.8977833333333333,4.075841701647249,,,0.8985500000000002,4.002674187429752,0.8981999999999999,3.8890123812386004,0.15182373137431535,0.36283800905427027,,,
ood,spectral,eps_LUMO,0.05,0.94765,5.10310963746339,,,0.94815,4.900170923988014,0.9491666666666667,5.1735835267618455,0.1602145434743471,0.3792258848875299,,,
ood,spectral,gap,0.1,0.8975,3.900267242895174,,,0.8984666666666667,3.834081444349876,0.8977666666666666,3.9813217413774504,0.12874752798134909,0.3387305192174465,,,
ood,spectral,gap,0.05,0.9479666666666666,5.078931919276645,,,0.9481833333333334,4.85658472165318,0.9488000000000001,5.039904165016476,0.1540892280902431,0.37211479625798816,,,
ood,spectral,sB_HOMO,0.1,0.9009000000000003,0.028266368815259752,0.8960999999999999,0.030097289867199693,0.9010666666666667,0.027654761366875398,0.9024500000000002,0.027419230927346373,0.6224897939559365,0.7632720017502708,,,
